# Version = 1.0.1, Revision date = 13-Dec-2019
# Energies of bodies read from file SunEarthMars.txt, at each time step.
# Time_step	Potential_energy	Kinetic_energy	Total_energy
17195	-11333741402975867949987253113061376.000000	2835025614379032293337147809726464.000000	-8498715788596835656650105303334912.000000
17196	-11333743520261945451082889463595008.000000	2835026673021951140048486872907776.000000	-8498716847239994311034402590687232.000000
17197	-11333745633210326423477945880281088.000000	2835027729496021722409535969165312.000000	-8498717903714304701068409911115776.000000
17198	-11333747741820051636480589466435584.000000	2835028783800763848613626346733568.000000	-8498718958019288364327715423125504.000000
17199	-11333749846090152636026950470598656.000000	2835029835935696173932584647000064.000000	-8498720010154456462094365823598592.000000
17200	-11333751946019677108954223637168128.000000	2835030885900339659481246725046272.000000	-8498721060119337449472976912121856.000000
17201	-11333754041607663518727566855766016.000000	2835031933694215842835200739377152.000000	-8498722107913447099431613812965376.000000
17202	-11333756132853164163870193298178048.000000	2835032979316847414491539455344640.000000	-8498723153536317325839406146256896.000000
17203	-11333758219755226731219297708802048.000000	2835034022767759370790364851994624.000000	-8498724196987467360428932856807424.000000
17204	-11333760302312898907612074832035840.000000	2835035064046477284532531211796480.000000	-8498725238266421046618791316815872.000000
17205	-11333762380525228379885719412277248.000000	2835036103152526728518892817219584.000000	-8498726277372702227827578898481152.000000
17206	-11333764454391281281621499903475712.000000	2835037140085435581393313164427264.000000	-8498727314305846276688939042471936.000000
17207	-11333766523910109911342629477416960.000000	2835038174844734027642664963276800.000000	-8498728349065375883699964514140160.000000
17208	-11333768589080775790944358160662528.000000	2835039207429951098832316316778496.000000	-8498729381650825268572794147307520.000000
17209	-11333770649902347359850963620855808.000000	2835040237840618708831396845060096.000000	-8498730412061728651019566775795712.000000
17210	-11333772706373879222428668243476480.000000	2835041266076268771509036168249344.000000	-8498731440297611027380384378650624.000000
17211	-11333774758494444429787768123555840.000000	2835042292136435506577373120167936.000000	-8498732466358008923210395003387904.000000
17212	-11333776806263113727195550142431232.000000	2835043316020655439591555748331520.000000	-8498733490242458864064746697523200.000000
17213	-11333778849678957859919301181440000.000000	2835044337728463366724475189985280.000000	-8498734511950495069655578294878208.000000
17214	-11333780888741056796598344976695296.000000	2835045357259396389992031796068352.000000	-8498735531481660983067065484050432.000000
17215	-11333782923448478976656959195840512.000000	2835046374612993917253135131213824.000000	-8498736548835485059403824064626688.000000
17216	-11333784953800306674577476788682752.000000	2835047389788795356366694760054784.000000	-8498737564011511894671534332051456.000000
17217	-11333786979795629082371258346110976.000000	2835048402786342421034629460918272.000000	-8498738577009286084875876581769216.000000
17218	-11333789001433523862834618390544384.000000	2835049413605175672037353405284352.000000	-8498739587828347614336512681836544.000000
17219	-11333791018713082513821926726565888.000000	2835050422244840858302051495444480.000000	-8498740596468242231980627534544896.000000
17220	-11333793031633387309815516303982592.000000	2835051428704880846452147116572672.000000	-8498741602928506463363369187409920.000000
17221	-11333795040193538972041793782153216.000000	2835052432984842538336329777807360.000000	-8498742607208696433705464004345856.000000
17222	-11333797044392622080826101324578816.000000	2835053435084273412264041291710464.000000	-8498743609308348668562060032868352.000000
17223	-11333799044229737357394845590618112.000000	2835054435002719217162466560573440.000000	-8498744609227018140232379030044672.000000
17224	-11333801039703987828817442453323776.000000	2835055432739731466566313520922624.000000	-8498745606964256362251128932401152.000000
17225	-11333803030814467298791270930972672.000000	2835056428294861674010290109284352.000000	-8498746602519605624780980821688320.000000
17226	-11333805017560288017757783751393280.000000	2835057421667660200107599655337984.000000	-8498747595892627817650184096055296.000000
17227	-11333806999940548401100378360250368.000000	2835058412857679134853702399033344.000000	-8498748587082868689785923657793536.000000
17228	-11333808977954358393417498271678464.000000	2835059401864475179930077007708160.000000	-8498749576089883213487421263970304.000000
17229	-11333810951600834856836614640893952.000000	2835060388687601578253688328159232.000000	-8498750562913233278582926312734720.000000
17230	-11333812920879085430113161768337408.000000	2835061373326616760888271937994752.000000	-8498751547552469245685642133766144.000000
17231	-11333814885788226975374610809225216.000000	2835062355781079158897563414822912.000000	-8498752530007148392937799697825792.000000
17232	-11333816846327380966434451346161664.000000	2835063336050546050423793729404928.000000	-8498753510276834916010657616756736.000000
17233	-11333818802495664265420154534363136.000000	2835064314134578172373707673042944.000000	-8498754488361086093046446861320192.000000
17234	-11333820754292200651988219170127872.000000	2835065290032737991036306947309568.000000	-8498755464259462660951912222818304.000000
17235	-11333822701716118517481162477142016.000000	2835066263744587396239840950353920.000000	-8498756437971531121241321526788096.000000
17236	-11333824644766541641555483251703808.000000	2835067235269690583655568294019072.000000	-8498757409496851057899914957684736.000000
17237	-11333826583442600721396707931193344.000000	2835068204607612901876252196995072.000000	-8498758378834987819520455734198272.000000
17238	-11333828517743433371719390594072576.000000	2835069171757920275955408181395456.000000	-8498759345985512519303230109253632.000000
17239	-11333830447668167983866048464027648.000000	2835070136720180936789560983027712.000000	-8498760310947987047076487480999936.000000
17240	-11333832373215949090080263260602368.000000	2835071099493963691735987641122816.000000	-8498761273721985974805027922903040.000000
17241	-11333834294385909693390570634870784.000000	2835072060078837924612717498335232.000000	-8498762234307072345238605439959040.000000
17242	-11333836211177196631883561520070656.000000	2835073018474375325080789111013376.000000	-8498763192702820730342020105633792.000000
17243	-11333838123588952131959808422051840.000000	2835073974680147582801241035505664.000000	-8498764148908804549158567386546176.000000
17244	-11333840031620325337548911487746048.000000	2835074928695729269738873345277952.000000	-8498765102924596067810038142468096.000000
17245	-11333841935270467698423480077778944.000000	2835075880520694381397733810372608.000000	-8498766054749773317025746267406336.000000
17246	-11333843834538526052670105125388288.000000	2835076830154619795585631717949440.000000	-8498767004383906257084473407438848.000000
17247	-11333845729423661073433432845975552.000000	2835077777597081237188871748321280.000000	-8498767951826579836244561097654272.000000
17248	-11333847619925024210486072600166400.000000	2835078722847658466319024705765376.000000	-8498768897077366320627800197824512.000000
17249	-11333849506041776136972670603362304.000000	2835079665905931243087661394558976.000000	-8498769840135844893885009208803328.000000
17250	-11333851387773082137723891498352640.000000	2835080606771480480527857225826304.000000	-8498770781001601657196034272526336.000000
17251	-11333853265118102885884381500538880.000000	2835081545443886515211935307268096.000000	-8498771719674216947133198496694272.000000
17252	-11333855138076008277970823680098304.000000	2835082481922734871858989477396480.000000	-8498772656153273406111834202701824.000000
17253	-11333857006645963598813882679820288.000000	2835083416207609345805856664453120.000000	-8498773590438354829468778318790656.000000
17254	-11333858870827138744930241569882112.000000	2835084348298096038232383010373632.000000	-8498774522529042706697858559508480.000000
17255	-11333860730618712836208620275236864.000000	2835085278193781626779166960517120.000000	-8498775452424931209429453314719744.000000
17256	-11333862586019860380851720293449728.000000	2835086205894253365547559263666176.000000	-8498776380125607591764913333207040.000000
17257	-11333864437029760498748261549473792.000000	2835087131399101390942672185720832.000000	-8498777305630659107805589363752960.000000
17258	-11333866283647592309786963968262144.000000	2835088054707916415830370296004608.000000	-8498778228939676470417345975681024.000000
17259	-11333868125872539545542565902155776.000000	2835088975820289153076518163841024.000000	-8498779150052250392466047738314752.000000
17260	-11333869963703790549275824130883584.000000	2835089894735813774311494179094528.000000	-8498780068967976198503577648365568.000000
17261	-11333871797140531358404486220480512.000000	2835090811454084451165676731629568.000000	-8498780985686446907238809488850944.000000
17262	-11333873626181957233718336591757312.000000	2835091725974696508190948818157568.000000	-8498781900207260149066635470176256.000000
17263	-11333875450827254212635122810748928.000000	2835092638297246422860698042236928.000000	-8498782812530007789774424768512000.000000
17264	-11333877271075622167630647725654016.000000	2835093548421331249109064310849536.000000	-8498783722654290918521583414804480.000000
17265	-11333879086926263277023723398365184.000000	2835094456346550923173949048094720.000000	-8498784630579712930310526653693952.000000
17266	-11333880898378372801604134249693184.000000	2835095362072505381293253678071808.000000	-8498785536305867996771632875044864.000000
17267	-11333882705431152919690692341530624.000000	2835096265598796865547888838574080.000000	-8498786439832356054142803502956544.000000
17268	-11333884508083810421288228163158016.000000	2835097166925027041558012863971328.000000	-8498787341158783956190967602610176.000000
17269	-11333886306335552096401572203855872.000000	2835098066050801610169050212597760.000000	-8498788240284750486232521991258112.000000
17270	-11333888100185591652564582593986560.000000	2835098962975723966383416129093632.000000	-8498789137209868262641918768316416.000000
17271	-11333889889633145103154126677606400.000000	2835099857699400387507287375216640.000000	-8498790031933744139186086998966272.000000
17272	-11333891674677414626489016516608000.000000	2835100750221438880229097622994944.000000	-8498790924455975746259918893613056.000000
17273	-11333893455317630071004174737211392.000000	2835101640541449180619537454727168.000000	-8498791814776180313923884979060736.000000
17274	-11333895231553005144233459469778944.000000	2835102528659040448288545149288448.000000	-8498792702893964695944914320490496.000000
17275	-11333897003382765082925774913142784.000000	2835103414573822995767563592400896.000000	-8498793588808942663618963624165376.000000
17276	-11333898770806130512144006838747136.000000	2835104298285412323734806400598016.000000	-8498794472520718764869952741572608.000000
17277	-11333900533822335892009096300199936.000000	2835105179793418744721716459601920.000000	-8498795354028917147287379840598016.000000
17278	-11333902292430604153426938282639360.000000	2835106059097458335867259689369600.000000	-8498796233333145817559678593269760.000000
17279	-11333904046630172062361483053367296.000000	2835106936197147750771154313281536.000000	-8498797110433024311590328740085760.000000
17280	-11333905796420276384776680879685632.000000	2835107811092103066572366251294720.000000	-8498797985328173318204314628390912.000000
17281	-11333907541800144663264445174120448.000000	2835108683781944395635127547330560.000000	-8498798858018200844090069930213376.000000
17282	-11333909282769025193003772272443392.000000	2835109554266290120941413335040000.000000	-8498799728502734495601606633979904.000000
17283	-11333911019326159351644630869344256.000000	2835110422544761507776960265191424.000000	-8498800596781397267406918300729344.000000
17284	-11333912751470783905150971232124928.000000	2835111288616981550809761898823680.000000	-8498801462853801777880457029877760.000000
17285	-11333914479202154066230817337638912.000000	2835112152482572668247059493552128.000000	-8498802326719581397983757844086784.000000
17286	-11333916202519508906691128666882048.000000	2835113014141159007678351217262592.000000	-8498803188378349899012777449619456.000000
17287	-11333917921422112862611966051483648.000000	2835113873592368175457649058381824.000000	-8498804047829744110693564689678336.000000
17288	-11333919635909211923329316613521408.000000	2835114730835825472095955791642624.000000	-8498804905073387027694113125302272.000000
17289	-11333921345980065913237222757236736.000000	2835115585871159656868788012318720.000000	-8498805760108906256368434744918016.000000
17290	-11333923051633934656729726886871040.000000	2835116438698000641973166922530816.000000	-8498806612935934014756559964340224.000000
17291	-11333924752870071060671843765583872.000000	2835117289315978916066866027823104.000000	-8498807463554092144604977737760768.000000
17292	-11333926449687746478672661866086400.000000	2835118137724726697189915744010240.000000	-8498808311963019781482746122076160.000000
17293	-11333928142086227652655251233701888.000000	2835118983923876779843098790330368.000000	-8498809158162351449272904746795008.000000
17294	-11333929830064783630385691127447552.000000	2835119827913064264370207099715584.000000	-8498810002151719366015484027731968.000000
17295	-11333931513622678847944042378952704.000000	2835120669691923098193527998251008.000000	-8498810843930755749750514380701696.000000
17296	-11333933192759198493997448743092224.000000	2835121509260091840421367239409664.000000	-8498811683499106653576081503682560.000000
17297	-11333934867473609310468980265189376.000000	2835122346617207320779773666394112.000000	-8498812520856401989689206598795264.000000
17298	-11333936537765189568496753059037184.000000	2835123181762908674837805336100864.000000	-8498813356002280893658947722936320.000000
17299	-11333938203633222150904901665816576.000000	2835124014696836767546777215696896.000000	-8498814188936385959818876753543168.000000
17300	-11333939865076996858046588267790336.000000	2835124845418633040318756575772672.000000	-8498815019658363241267079388594176.000000
17301	-11333941522095789655216919765057536.000000	2835125673927940663948067597189120.000000	-8498815848167849567729604471291904.000000
17302	-11333943174688894954455076767268864.000000	2835126500224403962150539067654144.000000	-8498816674464490992304537699614720.000000
17303	-11333944822855597944428203029299200.000000	2835127324307668411563504381722624.000000	-8498817498547928956403946344153088.000000
17304	-11333946466595197648861497588187136.000000	2835128146177380641745801540796416.000000	-8498818320417816430654943743967232.000000
17305	-11333948105906983868108122626195456.000000	2835128965833187282256268546277376.000000	-8498819140073797162312606383341568.000000
17306	-11333949740790260237579295607750656.000000	2835129783274738421418257220108288.000000	-8498819957515521816161038387642368.000000
17307	-11333951371244323475157206356197376.000000	2835130598501682994633614777384960.000000	-8498820772742641056984343882235904.000000
17308	-11333952997268477216253072335962112.000000	2835131411513673972529454557167616.000000	-8498821585754803243723617778794496.000000
17309	-11333954618862029707964129438859264.000000	2835132222310363749272137595092992.000000	-8498822396551665958691991843766272.000000
17310	-11333956236024284585701595129315328.000000	2835133030891405871949529533644800.000000	-8498823205132878713752065595670528.000000
17311	-11333957848754557014091732940226560.000000	2835133837256455617031752925577216.000000	-8498824011498101397059980014649344.000000
17312	-11333959457052155240231778763407360.000000	2835134641405169413910434930491392.000000	-8498824815646985826321343832915968.000000
17313	-11333961060916392122904986918060032.000000	2835135443337204844898707314835456.000000	-8498825617579187278006279603224576.000000
17314	-11333962660346594355952667005550592.000000	2835136243052220068770454148481024.000000	-8498826417294374863642965160493056.000000
17315	-11333964255342070186472054917693440.000000	2835137040549876126603321018417152.000000	-8498827214792193483407981595852800.000000
17316	-11333965845902155531676497110630400.000000	2835137835829832330092696601362432.000000	-8498828010072323778044552812691456.000000
17317	-11333967432026158638663229476175872.000000	2835138628891753179080740304846848.000000	-8498828803134406036043241474752512.000000
17318	-11333969013713426953860644538941440.000000	2835139419735301444027354626129920.000000	-8498829593978125509833289912811520.000000
17319	-11333970590963271030208987404435456.000000	2835140208360141624774698972741632.000000	-8498830382603129405434288431693824.000000
17320	-11333972163775036008293641383575552.000000	2835140994765941103468694269329408.000000	-8498831169009094904824947114246144.000000
17321	-11333973732148053193641934505115648.000000	2835141778952365532873004530270208.000000	-8498831953195687660768929974845440.000000
17322	-11333975296081656197624204011503616.000000	2835142560919084600976559893905408.000000	-8498832735162572173108396421021696.000000
17323	-11333976855575183243296805572575232.000000	2835143340665769725150547408846848.000000	-8498833514909414094607010467151872.000000
17324	-11333978410627986388774150140329984.000000	2835144118192088864001640303165440.000000	-8498834292435897524772509837164544.000000
17325	-11333979961239403857112593384603648.000000	2835144893497714587822530232320000.000000	-8498835067741689269290063152283648.000000
17326	-11333981507408778483054509402619904.000000	2835145666582322925670422672310272.000000	-8498835840826456133844839033733120.000000
17327	-11333983049135466936400327573766144.000000	2835146437445587024298761582018560.000000	-8498836611689879912101565991747584.000000
17328	-11333984586418818969421449636347904.000000	2835147206087182336304000134021120.000000	-8498837380331636633117449502326784.000000
17329	-11333986119258184334389277328670720.000000	2835147972506785467204096107741184.000000	-8498838146751398867185181220929536.000000
17330	-11333987647652926618633267671203840.000000	2835148736704077057742273406566400.000000	-8498838910948849560890994264637440.000000
17331	-11333989171602397880267831615946752.000000	2835149498678734289897242113343488.000000	-8498839672923663590370589502603264.000000
17332	-11333990691105970929994463038144512.000000	2835150258430440110255235345154048.000000	-8498840432675530819739227692990464.000000
17333	-11333992206162995520084563676102656.000000	2835151015958875736020229308809216.000000	-8498841190204120360525086670716928.000000
17334	-11333993716772849072925645832454144.000000	2835151771263722960856952514543616.000000	-8498841945509125535607941014487040.000000
17335	-11333995222934897481690175741362176.000000	2835152524344668766576904203403264.000000	-8498842698590228138652519234535424.000000
17336	-11333996724648511251236638064377856.000000	2835153275201397829148574402740224.000000	-8498843449447113422088063661637632.000000
17337	-11333998221913060886423517463052288.000000	2835154023833595977461957746753536.000000	-8498844198079464332500807412875264.000000
17338	-11333999714727928421324344667406336.000000	2835154770240951922710810386759680.000000	-8498844944486976498613534280646656.000000
17339	-11334001203092491278326631980072960.000000	2835155514423156105471145384345600.000000	-8498845688669335172855486595727360.000000
17340	-11334002687006129185660900917379072.000000	2835156256379897813397471194251264.000000	-8498846430626231372263429723127808.000000
17341	-11334004166468231094929709850427392.000000	2835156996110871522291067002028032.000000	-8498847170357359572638642848399360.000000
17342	-11334005641478174428520571081850880.000000	2835157733615767672727945869262848.000000	-8498847907862406179331872909164544.000000
17343	-11334007112035355055565070623834112.000000	2835158468894281316970139284930560.000000	-8498848643141073738594931338903552.000000
17344	-11334008578139155010136739206397952.000000	2835159201946107507279678738006016.000000	-8498849376193047502857060468391936.000000
17345	-11334010039788977078896190482808832.000000	2835159932770944178222357234581504.000000	-8498850107018032324213080944803840.000000
17346	-11334011496984217130975010465251328.000000	2835160661368488687903215477325824.000000	-8498850835615728443071794987925504.000000
17347	-11334012949724271035504785165910016.000000	2835161387738439547348798775754752.000000	-8498851561985831488155986390155264.000000
17348	-11334014398008534661617100596969472.000000	2835162111880499302810918563348480.000000	-8498852286128035935266934337044480.000000
17349	-11334015841836415407658588839084032.000000	2835162833794367618237624756469760.000000	-8498853008042047789420964082614272.000000
17350	-11334017281207322977818891186601984.000000	2835163553479747616341481092022272.000000	-8498853727727575361477410094579712.000000
17351	-11334018716120667076287648933871616.000000	2835164270936344725678060520603648.000000	-8498854445184322350609588413267968.000000
17352	-11334020146575843572196448093077504.000000	2835164986163862645420679082541056.000000	-8498855160411980926775769010536448.000000
17353	-11334021572572285228165022095507456.000000	2835165699162009686428671245549568.000000	-8498855873410275541736350849957888.000000
17354	-11334022994109392525010975380733952.000000	2835166409930491853718362263650304.000000	-8498856584178900671292613117083648.000000
17355	-11334024411186593613668022952656896.000000	2835167118469019763992095818252288.000000	-8498857292717573849675927134404608.000000
17356	-11334025823803300504168815319318528.000000	2835167824777302304569958680494080.000000	-8498857999025998776059608942247936.000000
17357	-11334027231958939041604058270924800.000000	2835168528855052397997303745478656.000000	-8498858703103886067146002222022656.000000
17358	-11334028635652946600279503666151424.000000	2835169230701982966819483908308992.000000	-8498859404950963633460019757842432.000000
17359	-11334030034884732884384792799346688.000000	2835169930317806357121099760664576.000000	-8498860104566925950802940735258624.000000
17360	-11334031429653737574068686742880256.000000	2835170627702238373751265714765824.000000	-8498860801951499776778173331537920.000000
17361	-11334032819959395737793928141733888.000000	2835171322854995398019848486256640.000000	-8498861497104400339774079655477248.000000
17362	-11334034205801130914808213572419584.000000	2835172015775795540618971701051392.000000	-8498862190025334797728489567944704.000000
17363	-11334035587178394314475350175776768.000000	2835172706464356912240758985064448.000000	-8498862880714037978695343494135808.000000
17364	-11334036964090623311101089810481152.000000	2835173394920401082341847784751104.000000	-8498863569170221652298489722306560.000000
17365	-11334038336537255278991184335208448.000000	2835174081143648467457370939719680.000000	-8498864255393606811533813395488768.000000
17366	-11334039704517736815823422463410176.000000	2835174765133821789965470503272448.000000	-8498864939383914449397199656714240.000000
17367	-11334041068031519130961611335925760.000000	2835175446890645501626545438982144.000000	-8498865621140873629335065896943616.000000
17368	-11334042427078048822083539666206720.000000	2835176126413842901279490103574528.000000	-8498866300664206497264801866055680.000000
17369	-11334043781656781710239033022480384.000000	2835176803703140746527712674316288.000000	-8498866977953640963711320348164096.000000
17370	-11334045131767173616477916972974080.000000	2835177478758268677278382845591552.000000	-8498867653008904939199534127382528.000000
17371	-11334046477408675750163998658527232.000000	2835178151578953451134908794667008.000000	-8498868325829722875489842167283712.000000
17372	-11334047818580753155719140502142976.000000	2835178822164925284465212519350272.000000	-8498868996415828447714680286216192.000000
17373	-11334049155282866265879186499436544.000000	2835179490515915546558720624295936.000000	-8498869664766950719320465875140608.000000
17374	-11334050487514480125065999073411072.000000	2835180156631656183165612017582080.000000	-8498870330882823365439634752405504.000000
17375	-11334051815275064389387459074457600.000000	2835180820511882022339827124404224.000000	-8498870994763182367047631950053376.000000
17376	-11334053138564086409108438139273216.000000	2835181482156327315674554066534400.000000	-8498871656407759093433884072738816.000000
17377	-11334054457381018146179826331942912.000000	2835182141564727467684485572591616.000000	-8498872315816290678495340759351296.000000
17378	-11334055771725336174238532143939584.000000	2835182798736821341648828191735808.000000	-8498872972988514256128951648780288.000000
17379	-11334057081596512455235445639348224.000000	2835183453672347224386036169703424.000000	-8498873627924164654388657166221312.000000
17380	-11334058386994037397865530591805440.000000	2835184106371043979175316055654400.000000	-8498874280622992842229462232727552.000000
17381	-11334059687917382964079677065396224.000000	2835184756832653351599635915866112.000000	-8498874931084729036019288846106624.000000
17382	-11334060984366037256729839620063232.000000	2835185405056917663702716120039424.000000	-8498875579309119593027123500023808.000000
17383	-11334062276339488378667972815749120.000000	2835186051043580390449781644722176.000000	-8498876225295908564678943474450432.000000
17384	-11334063563837222126903021998702592.000000	2835186694792386159727562073309184.000000	-8498876869044835390714707621969920.000000
17385	-11334064846858738133501987797336064.000000	2835187336303080175883539292618752.000000	-8498877510555657957618448504717312.000000
17386	-11334066125403524501316824771592192.000000	2835187975575410525568956706586624.000000	-8498878149828113399287115761582080.000000
17387	-11334067399471073944885505908801536.000000	2835188612609124718974305415725056.000000	-8498878786861949225911200493076480.000000
17388	-11334068669060899931333087119540224.000000	2835189247403974301515342644510720.000000	-8498879421656925629817744475029504.000000
17389	-11334069934172492869354532177444864.000000	2835189879959709089225568707149824.000000	-8498880054212784356589715773718528.000000
17390	-11334071194805354696859850924621824.000000	2835190510276081780442245434966016.000000	-8498880684529272916417605489655808.000000
17391	-11334072450959003492660117699035136.000000	2835191138352844497041882355859456.000000	-8498881312606158419157483039752192.000000
17392	-11334073702632941194665342342791168.000000	2835191764189753972587007425118208.000000	-8498881938443187222078334917672960.000000
17393	-11334074949826678964157571552772096.000000	2835192387786562905414882474065920.000000	-8498882562040116058742689078706176.000000
17394	-11334076192539739491633898094329856.000000	2835193009143030911391796975108096.000000	-8498883183396708580242101119221760.000000
17395	-11334077430771627020847341023264768.000000	2835193628258915877001783490379776.000000	-8498883802512711143845557532884992.000000
17396	-11334078664521871159824020746010624.000000	2835194245133977418111131492286464.000000	-8498884419387894318173641557147648.000000
17397	-11334079893789987681532002386837504.000000	2835194859767976303507635060080640.000000	-8498885034022011378024367326756864.000000
17398	-11334081118575496970625369497403392.000000	2835195472160673301979088273014784.000000	-8498885646414823668646281224388608.000000
17399	-11334082338877935552659270125223936.000000	2835196082311833793999303637729280.000000	-8498886256566101758659966487494656.000000
17400	-11334083554696828423973806249345024.000000	2835196690221221430659836750594048.000000	-8498886864475606993313969498750976.000000
17401	-11334084766031700580909079848812544.000000	2835197295888600439512995511402496.000000	-8498887470143100717856836640833536.000000
17402	-11334085972882095466549266612224000.000000	2835197899313740236257858550759424.000000	-8498888073568355806752160364888064.000000
17403	-11334087175247542688920486946013184.000000	2835198500496406777828990678728704.000000	-8498888674751135911091496267284480.000000
17404	-11334088373127583385263907325083648.000000	2835199099436371209307727436185600.000000	-8498889273691211599495427585474560.000000
17405	-11334089566521763304506712651726848.000000	2835199696133404099314652060581888.000000	-8498889870388359205192060591144960.000000
17406	-11334090755429616666361041759764480.000000	2835200290587276016470347789369344.000000	-8498890464842341226351446273818624.000000
17407	-11334091939850700748969125619957760.000000	2835200882797760988159911680540672.000000	-8498891057052939760809213939417088.000000
17408	-11334093119784556689572130707210240.000000	2835201472764634194689945398935552.000000	-8498891647019923071342937611698176.000000
17409	-11334094295230737154626269564895232.000000	2835202060487669086984793699123200.000000	-8498892234743067491180723562348544.000000
17410	-11334095466188797116430763950080000.000000	2835202645966644880576324369907712.000000	-8498892820222151659393687276748800.000000
17411	-11334096632658293853127844833525760.000000	2835203229201337908692643682975744.000000	-8498893403456956520895953453973504.000000
17412	-11334097794638782337016733972299776.000000	2835203810191528539787124033978368.000000	-8498893984447253797229609938321408.000000
17413	-11334098952129826763768689978245120.000000	2835204388936997142313137818566656.000000	-8498894563192829044994799856254976.000000
17414	-11334100105130995940740989890592768.000000	2835204965437524661184809735815168.000000	-8498895139693471279556180154777600.000000
17415	-11334101253641844840232855466409984.000000	2835205539692896076541530608762880.000000	-8498895713948948763691324857647104.000000
17416	-11334102397661939963758554531233792.000000	2835206111702892909758177439907840.000000	-8498896285959047054000377091325952.000000
17417	-11334103537190868565419437833846784.000000	2835206681467303023277902569406464.000000	-8498896855723565542141535264440320.000000
17418	-11334104672228190229200745558704128.000000	2835207248985911397240096820297728.000000	-8498897423242279408421401041829888.000000
17419	-11334105802773489903360819240894464.000000	2835207814258508199930921746432000.000000	-8498897988514982279890649797885952.000000
17420	-11334106928826336395256935919648768.000000	2835208377284881293793529687965696.000000	-8498898551541455101463406231683072.000000
17421	-11334108050386321570676464771137536.000000	2835208938064820847114082198749184.000000	-8498899112321500723562382572388352.000000
17422	-11334109167453018848662701261979648.000000	2835209496598119334021750046326784.000000	-8498899670854898938180198912229376.000000
17423	-11334110280026020095003014568345600.000000	2835210052884569228645703998242816.000000	-8498900227141450289896558266679296.000000
17424	-11334111388104910257955746225324032.000000	2835210606923964158036619428888576.000000	-8498900781180946099919126796435456.000000
17425	-11334112491689283509151274622779392.000000	2835211158716101208009685533196288.000000	-8498901332973182301141589089583104.000000
17426	-11334113590778734020219978150576128.000000	2835211708260775158537082292404224.000000	-8498901882517959438143648161595392.000000
17427	-11334114685372851351106216771190784.000000	2835212255557784824816255811715072.000000	-8498902429815066526289960959475712.000000
17428	-11334115775471238896812405729263616.000000	2835212800606929022044652196331520.000000	-8498902974864309874767753532932096.000000
17429	-11334116861073493134811932628353024.000000	2835213343408008871262726765150208.000000	-8498903517665484263549205863202816.000000
17430	-11334117942179224377636240354181120.000000	2835213883960823764128677926797312.000000	-8498904058218400613507562427383808.000000
17431	-11334119018788029102758716510306304.000000	2835214422265179433368979427557376.000000	-8498904596522849092928984779325440.000000
17432	-11334120090899524540239831623532544.000000	2835214958320878152945591193174016.000000	-8498905132578646387294240430358528.000000
17433	-11334121158513314085082000938500096.000000	2835215492127725079124234666508288.000000	-8498905666385589582418518575415296.000000
17434	-11334122221629014967345694982012928.000000	2835216023685527674013640504115200.000000	-8498906197943487293332054477897728.000000
17435	-11334123280246242111248375067181056.000000	2835216552994093399722539362549760.000000	-8498906727252148135065083401207808.000000
17436	-11334124334364612746850511720808448.000000	2835217080053232024202671112060928.000000	-8498907254311380722647840608747520.000000
17437	-11334125383983746410055584683393024.000000	2835217604862752738945023319474176.000000	-8498907779120993671110561363918848.000000
17438	-11334126429103269554296101336514560.000000	2835218127422466464822840461885440.000000	-8498908301680802513012508571205632.000000
17439	-11334127469722801715475541420670976.000000	2835218647732187581473880836931584.000000	-8498908821990613557540908280315904.000000
17440	-11334128505841978570398449172217856.000000	2835219165791729315614398135402496.000000	-8498909340050249254784051036815360.000000
17441	-11334129537460421960811313545347072.000000	2835219681600906046882150654935040.000000	-8498909855859515913929162890412032.000000
17442	-11334130564577774481047706417496064.000000	2835220195159535037218658210283520.000000	-8498910369418239443829048207212544.000000
17443	-11334131587193664890383144383938560.000000	2835220706467434701486945223049216.000000	-8498910880726229612435446857465856.000000
17444	-11334132605307728865622171681030144.000000	2835221215524422878089283811409920.000000	-8498911389783305411072135566196736.000000
17445	-11334133618919611306941369399902208.000000	2835221722330320287731707610660864.000000	-8498911896589290442748909485817856.000000
17446	-11334134628028957114517318631686144.000000	2835222226884947651120250256097280.000000	-8498912401144009463397068375588864.000000
17447	-11334135632635406576840582040125440.000000	2835222729188128571264706900131840.000000	-8498912903447278005575875139993600.000000
17448	-11334136632738606899930749930045440.000000	2835223229239686074714120391753728.000000	-8498913403498920825216629538291712.000000
17449	-11334137628338214513179449461047296.000000	2835223727039446070321295097069568.000000	-8498913901298768442858154363977728.000000
17450	-11334138619433876622606270937956352.000000	2835224222587234466939035382185984.000000	-8498914396846642155667235555770368.000000
17451	-11334139606025249657602841520373760.000000	2835224715882878902802402523480064.000000	-8498914890142370178339686693470208.000000
17452	-11334140588111990047560788367900672.000000	2835225206926207016146457797328896.000000	-8498915381185783031414330570571776.000000
17453	-11334141565693765751086784708608000.000000	2835225695717050480431528604073984.000000	-8498915869976714694194503801110528.000000
17454	-11334142538770230891729448488402944.000000	2835226182255240392657190040633344.000000	-8498916356514989922611506144346112.000000
17455	-11334143507341048816409434507968512.000000	2835226666540609579205274114195456.000000	-8498916840800439237204160393773056.000000
17456	-11334144471405894401262443636457472.000000	2835227148572992019379117438795776.000000	-8498917322832902381883326197661696.000000
